Event_ID,Event_Date,Applied_Date,Window_Day,Intensity_Phase,Hormuz_Risk,Energy_Infrastructure_Attack,Maritime_Security_Risk,Military_Escalation,Insurance_Freight_Risk,Market_Uncertainty_Component,Source_URL,Window_Rule
E013,2025-01-16,2025-02-14,29,decay,0,0,1,0,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-02-15,30,decay,0,0,1,0,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E014,2026-02-28,2026-02-28,0,full,2,1,1,3,2,3,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-01,1,full,2,1,1,3,2,3,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-02,2,full,2,1,1,3,2,3,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-03,3,full,2,1,1,3,2,3,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-04,4,full,2,1,1,3,2,3,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-05,5,full,2,1,1,3,2,3,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-06,6,full,2,1,1,3,2,3,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-07,7,full,2,1,1,3,2,3,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-08,8,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-09,9,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-10,10,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-11,11,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-12,12,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-13,13,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-14,14,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-15,15,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-16,16,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-17,17,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-18,18,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-19,19,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-20,20,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-21,21,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-22,22,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-23,23,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-24,24,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-25,25,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-26,26,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-27,27,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-28,28,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-29,29,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E014,2026-02-28,2026-03-30,30,decay,1,0,0,2,1,2,https://www.reuters.com/business/energy/vessels-carrying-middle-east-oil-lng-exit-hormuz-head-pakistan-china-2026-05-25/,War onset: 7 full-intensity days + 23 decay days
E015,2026-03-10,2026-03-10,0,full,3,0,3,3,3,3,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-11,1,full,3,0,3,3,3,3,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-12,2,full,3,0,3,3,3,3,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-13,3,full,3,0,3,3,3,3,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-14,4,full,3,0,3,3,3,3,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-15,5,full,3,0,3,3,3,3,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-16,6,full,3,0,3,3,3,3,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-17,7,full,3,0,3,3,3,3,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-18,8,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-19,9,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-20,10,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-21,11,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-22,12,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-23,13,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-24,14,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-25,15,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-26,16,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-27,17,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-28,18,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-29,19,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-30,20,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E015,2026-03-10,2026-03-31,21,decay,2,0,2,2,2,2,https://www.reuters.com/world/iran-war-live-trump-tehran-trade-threats-over-oil-blockade-2026-03-10/,Mine warfare / closure threat: 7 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-06,0,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-07,1,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-08,2,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-09,3,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-10,4,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-11,5,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-12,6,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-13,7,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-14,8,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-15,9,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-16,10,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-17,11,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-18,12,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-19,13,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-20,14,full,3,0,2,2,3,2,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-21,15,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-22,16,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-23,17,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-24,18,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-25,19,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-26,20,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-27,21,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-28,22,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-29,23,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-04-30,24,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-05-01,25,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-05-02,26,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-05-03,27,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E016,2026-04-06,2026-05-04,28,decay,2,0,1,1,2,1,https://www.reuters.com/business/energy/hormuz-closure-divides-fortunes-middle-eastern-oil-states-2026-04-06/,Closure/diplomatic impasse: 14 full-intensity days + 14 decay days
E017,2026-04-22,2026-04-22,0,full,3,0,3,2,3,2,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-04-23,1,full,3,0,3,2,3,2,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-04-24,2,full,3,0,3,2,3,2,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-04-25,3,full,3,0,3,2,3,2,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-04-26,4,full,3,0,3,2,3,2,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-04-27,5,full,3,0,3,2,3,2,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-04-28,6,full,3,0,3,2,3,2,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-04-29,7,full,3,0,3,2,3,2,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-04-30,8,decay,2,0,2,1,2,1,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-05-01,9,decay,2,0,2,1,2,1,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-05-02,10,decay,2,0,2,1,2,1,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-05-03,11,decay,2,0,2,1,2,1,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-05-04,12,decay,2,0,2,1,2,1,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-05-05,13,decay,2,0,2,1,2,1,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E017,2026-04-22,2026-05-06,14,decay,2,0,2,1,2,1,https://www.reuters.com/world/europe/three-vessels-hit-by-gunfire-strait-hormuz-crews-safe-2026-04-22/,Hormuz seizure/gunfire: 7 full-intensity days + 7 decay days
E018,2026-05-04,2026-05-04,0,full,2,0,3,2,2,2,https://www.reuters.com/world/asia-pacific/south-korea-checking-whether-korean-flagged-vessel-struck-hormuz-report-says-2026-05-04/,Default event: event day plus 1 full day + 2 decay days
E018,2026-05-04,2026-05-05,1,full,2,0,3,2,2,2,https://www.reuters.com/world/asia-pacific/south-korea-checking-whether-korean-flagged-vessel-struck-hormuz-report-says-2026-05-04/,Default event: event day plus 1 full day + 2 decay days
E018,2026-05-04,2026-05-06,2,decay,1,0,2,1,1,1,https://www.reuters.com/world/asia-pacific/south-korea-checking-whether-korean-flagged-vessel-struck-hormuz-report-says-2026-05-04/,Default event: event day plus 1 full day + 2 decay days
E018,2026-05-04,2026-05-07,3,decay,1,0,2,1,1,1,https://www.reuters.com/world/asia-pacific/south-korea-checking-whether-korean-flagged-vessel-struck-hormuz-report-says-2026-05-04/,Default event: event day plus 1 full day + 2 decay days
